,Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
12673,6005558,2013-04-19,Private Bdrm in Shared 2 Bdrm Apt,Brooklyn,Apartment,90.0,Private room,11201.0,1.0,1,6,110,93.0
12674,5993015,2013-04-19,East Village Gem w/ private bath!,Manhattan,Apartment,90.0,Private room,10009.0,1.0,1,38,130,94.0
12675,5999440,2013-04-19,Private Room in Hell's Kitchen NYC,Manhattan,Apartment,100.0,Private room,10018.0,1.0,1,1,175,100.0
12676,6002631,2013-04-19,New York City Loft with Garden!,Manhattan,Apartment,95.0,Private room,10024.0,1.0,1,24,130,96.0
12677,5998815,2013-04-19,"Bright renovated room, UWS Broadway",Manhattan,Apartment,100.0,Private room,10031.0,1.0,1,3,79,100.0
12678,6003891,2013-04-19,Cozy Room in Hell's Kitchen,Manhattan,Apartment,,Private room,10036.0,1.0,1,0,100,
12679,6002245,2013-04-19,Lovely 1-bedroom-heart of Astoria,Queens,Apartment,95.0,Private room,11106.0,1.0,1,35,80,98.0
12680,6004716,2013-04-19,urban cottage,Queens,House,,Private room,11106.0,1.0,1,0,75,
12681,6002631,2013-04-19,NYC Loft w/ garden by Central Park!,Manhattan,Apartment,90.0,Shared room,10024.0,1.0,1,63,120,94.0
12682,5993276,2013-04-19,you can take the living room,Queens,Apartment,,Shared room,11418.0,1.0,1,0,103,
12683,6015973,2013-04-20,Beautiful 1br apt in a brownstone!,Brooklyn,Apartment,90.0,Entire home/apt,11221.0,1.0,1,3,120,90.0
12684,6015051,2013-04-20,Oversized 1 BD in Gramercy Park,Manhattan,Apartment,,Entire home/apt,10010.0,1.0,1,1,250,
12685,6015448,2013-04-20,2-Bed/2-Bath near Cent Pk & Museums,Manhattan,Apartment,,Entire home/apt,10024.0,3.0,1,0,325,
12686,6010467,2013-04-20,"Sunny Apt in Harlem, New York",Manhattan,Apartment,100.0,Entire home/apt,10027.0,1.0,1,3,112,100.0
12687,6016424,2013-04-20,Greenpoint - with your own space!,Brooklyn,Apartment,85.0,Private room,11222.0,1.0,1,16,70,89.0
12688,6016504,2013-04-20,Huge bedroom in modern house.,Brooklyn,House,,Private room,11232.0,1.0,1,0,90,
12689,6008711,2013-04-20,Cosy Bedroom in a brick wall apart,Manhattan,Apartment,80.0,Private room,10025.0,1.0,1,1,104,80.0
12690,6016276,2013-04-20,Private UWS Room,Manhattan,Apartment,20.0,Private room,10025.0,1.0,1,1,108,20.0
12691,6011047,2013-04-20,Live like a new yorker(students ok),Manhattan,Apartment,60.0,Private room,10026.0,1.0,1,2,95,60.0
12692,6015168,2013-04-20,Luxury Space in Picturesque Harlem,Manhattan,House,100.0,Private room,10031.0,1.0,1,8,67,100.0
12693,6008257,2013-04-20,"Big Private Room NYC, 10 minutes.",Queens,House,85.0,Private room,11106.0,1.0,1,123,49,89.0
12694,6008257,2013-04-20,Modern Studio Room with bath NYC,Queens,House,90.0,Private room,11106.0,1.0,1,10,59,91.0
12695,6008257,2013-04-20,Nice room 12mins to Central Park,Queens,House,90.0,Private room,11106.0,1.0,1,70,55,90.0
12696,6008257,2013-04-20,Spacious Private Room NYC,Queens,House,90.0,Private room,11106.0,1.0,1,111,59,91.0
12697,6008257,2013-04-20,Sunny Private Room Manhattan 10min,Queens,House,85.0,Private room,11106.0,1.0,1,111,49,86.0
12698,6031470,2013-04-21,Ft. Greene Brownstone Duplex,Brooklyn,Apartment,85.0,Entire home/apt,11205.0,3.0,1,3,225,87.0
12699,6031217,2013-04-21,Modern 1 Bed in South Williamsburg,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,1.0,1,6,235,100.0
12700,6022304,2013-04-21,Fabulous House Center of Park Slope,Brooklyn,House,,Entire home/apt,11215.0,2.0,1,0,225,
12701,6029601,2013-04-21,Penthouse w/ Private Rooftop in LES,Manhattan,Apartment,,Entire home/apt,10002.0,2.0,1,0,350,
12702,6030235,2013-04-21,"spacious, tranquil east village apt",Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,14,145,100.0
12703,6032373,2013-04-21,Penthouse for 4th of July Weekend,Manhattan,Apartment,90.0,Entire home/apt,10019.0,1.0,1,2,200,90.0
12704,6022622,2013-04-21,Large Upper East Side Studio,Manhattan,Apartment,80.0,Entire home/apt,10075.0,1.0,1,1,100,83.0
12705,6028102,2013-04-21,Spacious Charming Duplex Upper East,Manhattan,Apartment,100.0,Entire home/apt,10075.0,1.0,1,1,190,100.0
12706,6032579,2013-04-21,Modern Studio 5min from the subway,Queens,Apartment,100.0,Entire home/apt,11103.0,1.0,1,7,145,100.0
12707,6033341,2013-04-21,Cozy 1 Bedroom Apt in Sunnyside,Queens,Apartment,70.0,Entire home/apt,11377.0,2.0,1,2,120,70.0
12708,6024006,2013-04-21,Private studio in staten island,Staten Island,Apartment,,Entire home/apt,10301.0,3.0,1,0,190,
12709,6032480,2013-04-21,Private Room in Artist's Loft,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,30,65,91.0
12710,6032480,2013-04-21,Private room in artist's loft!,Brooklyn,Apartment,85.0,Private room,11206.0,1.0,1,11,55,87.0
12711,6023360,2013-04-21,Comfortable Crown Heights Room,Brooklyn,Apartment,100.0,Private room,11216.0,1.0,1,1,50,100.0
12712,6031454,2013-04-21,"Private, renovated & furnished room",Brooklyn,House,,Private room,11225.0,1.0,1,0,35,
12713,6025804,2013-04-21,Gorgeous&VeryLarge East Village Rm,Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,4,125,85.0
12714,6030690,2013-04-21,East Village Apt Sept 16 - Sept 28,Manhattan,Apartment,,Private room,10009.0,1.0,1,0,175,
12715,6032450,2013-04-21,Private Room in 2 Bedroom UWS Apt,Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,55,92,90.0
12716,6019305,2013-04-21,"Sunny, Quiet Room Upper East Side",Manhattan,Apartment,95.0,Private room,10029.0,1.0,1,46,144,98.0
12717,6024063,2013-04-21,"Large, sunny, and private room",Manhattan,Apartment,95.0,Private room,10032.0,1.0,1,14,60,98.0
12718,6048866,2013-04-22,Roofdeck Luxury Loft Apt with Gym,Brooklyn,Apartment,95.0,Entire home/apt,11206.0,2.0,1,10,200,95.0
12719,6042319,2013-04-22,Sunlit Two Bedroom In Greenwood,Brooklyn,Apartment,100.0,Entire home/apt,11232.0,2.0,1,1,140,100.0
12720,6048514,2013-04-22,Sunny 1 or 2 BR apt in Boerum Hill,Brooklyn,House,95.0,Entire home/apt,11217.0,1.0,1,89,189,98.0
12721,6042957,2013-04-22,Sweet East Village Studio,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,30,125,93.0
12722,6039523,2013-04-22,Renovated 1BD in Soho,Manhattan,Apartment,100.0,Entire home/apt,10012.0,1.0,1,1,150,100.0
12723,6038709,2013-04-22,Cozy Jr. 1 Bedroom,Manhattan,Apartment,,Entire home/apt,10019.0,1.0,1,0,150,
12724,6038004,2013-04-22,Huge Modern 2 bed 2 bath w/ AC,Manhattan,Apartment,80.0,Entire home/apt,10029.0,2.0,1,1,245,80.0
12725,6046778,2013-04-22,In the Heart of Manhattan,Manhattan,Apartment,90.0,Entire home/apt,10036.0,3.0,1,12,270,93.0
12726,6045288,2013-04-22,2bd/2bth financial district entire,Manhattan,Apartment,100.0,Entire home/apt,10038.0,2.0,1,1,350,100.0
12727,6045456,2013-04-22,New Building in Williamsburg,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,8,65,98.0
12728,6039771,2013-04-22,"Private room, Brighton Beach",Brooklyn,Apartment,65.0,Private room,11235.0,1.0,1,2,65,65.0
12729,6040430,2013-04-22,2 BR apt in heart of East Village,Manhattan,Apartment,85.0,Private room,10003.0,1.0,1,8,270,89.0
12730,6045414,2013-04-22,Cozy loft bed in private bedroom,Manhattan,Apartment,100.0,Private room,10027.0,1.0,1,2,40,100.0
12731,6038004,2013-04-22,Bedroom & bath in Sunny 3 room Apt,Manhattan,Apartment,95.0,Private room,10029.0,1.0,1,37,69,95.0
12732,6049730,2013-04-22,Beautiful spacious room,Manhattan,Apartment,85.0,Private room,10030.0,1.0,1,12,80,85.0
12733,6034354,2013-04-22,Sunny Bedroom in Renovated Apt,Manhattan,Apartment,100.0,Private room,10036.0,2.0,1,1,103,100.0
12734,6046778,2013-04-22,Private room in New York,Manhattan,Apartment,90.0,Private room,10036.0,1.0,1,2,125,90.0
12735,6059610,2013-04-23,Light-filled Brownstone Apartment,Brooklyn,Apartment,,Entire home/apt,11201.0,1.0,1,0,199,
12736,6060099,2013-04-23,Modern Garden Apartment,Brooklyn,House,95.0,Entire home/apt,11221.0,2.0,1,10,150,98.0
12737,6057699,2013-04-23,1 Bedroom Apartmen in LES/Chinatown,Manhattan,Apartment,,Entire home/apt,10002.0,1.0,1,0,195,
12738,6051135,2013-04-23,Village Gem,Manhattan,Apartment,85.0,Entire home/apt,10003.0,2.0,1,20,295,87.0
12739,6057126,2013-04-23,Modern place all to yourself,Manhattan,Apartment,80.0,Entire home/apt,10003.0,1.0,1,9,180,83.0
12740,6064190,2013-04-23,"W Hotel Experience, Half the Price",Manhattan,Apartment,,Entire home/apt,10006.0,1.0,1,0,300,
12741,6057624,2013-04-23,"1BR, 1BTH Duplex W/ LRG OUTD SPACE",Manhattan,Apartment,90.0,Entire home/apt,10010.0,1.0,1,42,250,93.0
12742,6064192,2013-04-23,Elegant Spacious Family Townhouse,Manhattan,Apartment,95.0,Entire home/apt,10023.0,3.0,1,44,299,98.0
12743,6066363,2013-04-23,Lovely alcove studio in brownstone,Manhattan,Apartment,95.0,Entire home/apt,10024.0,1.0,1,12,178,95.0
12744,6057887,2013-04-23,Beautiful 5BR Apartm in Manhattan,Manhattan,Apartment,100.0,Entire home/apt,10033.0,4.0,1,2,130,100.0
12745,6055938,2013-04-23,"Spacious 1 bedroom, prime location.",Manhattan,Apartment,95.0,Entire home/apt,10036.0,1.0,1,11,300,98.0
12746,6058391,2013-04-23,Luxury apt. 20 min to Manhattan !!,Queens,Apartment,95.0,Entire home/apt,11415.0,2.0,1,21,130,99.0
12747,6062413,2013-04-23,New Luxury Apt Steps from Subway!,Manhattan,Apartment,95.0,Private room,10031.0,2.0,1,14,141,95.0
12748,6058621,2013-04-23,Charming Private Room in 2BR Apt!,Manhattan,Apartment,,Private room,10032.0,1.0,1,0,95,
12749,6072827,2013-04-24,spacious studio apartment,Brooklyn,Apartment,,Entire home/apt,11211.0,1.0,1,0,75,
12750,6072984,2013-04-24,LARGE 1br 1ba IN BED-STUY BROOKLYN,Brooklyn,Apartment,80.0,Entire home/apt,11216.0,1.0,1,1,100,80.0
12751,6071012,2013-04-24,Family-friendly Dream NYC Apartment,Manhattan,Apartment,90.0,Entire home/apt,10010.0,3.0,1,2,1000,90.0
12752,6067457,2013-04-24,Modern Duplex in the Heart of SoHo,Manhattan,Apartment,95.0,Entire home/apt,10012.0,2.0,1,7,179,97.0
12753,6074351,2013-04-24,Breath Taking Views/Location,Manhattan,Apartment,95.0,Entire home/apt,10016.0,1.0,1,7,275,97.0
12754,6074197,2013-04-24,Charming Central Park Artist Loft,Manhattan,Apartment,95.0,Entire home/apt,10023.0,1.0,1,7,175,97.0
12755,6082745,2013-04-24,"Cozy, quiet apartment w balcony UWS",Manhattan,Apartment,,Entire home/apt,10024.0,1.0,1,0,150,
12756,6071699,2013-04-24,Modern 1 bedroom near Subway,Manhattan,Apartment,80.0,Entire home/apt,10035.0,2.0,1,28,119,84.0
12757,6071699,2013-04-24,spacious studio apartment,Manhattan,Apartment,85.0,Entire home/apt,10035.0,2.0,1,37,100,88.0
12758,6081872,2013-04-24,Time Square Penthouse 2BD w Terrace,Manhattan,Apartment,90.0,Entire home/apt,10036.0,2.0,1,85,450,94.0
12759,6076841,2013-04-24,Perfect Brooklyn Apartment,Brooklyn,Apartment,60.0,Private room,11211.0,1.0,1,1,50,60.0
12760,6072700,2013-04-24,Open Second Floor in Large Loft,Brooklyn,Apartment,100.0,Private room,11231.0,1.0,1,2,48,100.0
12761,6071965,2013-04-24,Beautiful Room! Yard! Living Room!,Brooklyn,House,95.0,Private room,11206.0,1.0,1,49,94,95.0
12762,6071012,2013-04-24,"Clean, Light, Spacious & Central",Manhattan,Apartment,100.0,Private room,10010.0,1.0,1,1,70,100.0
12763,6077308,2013-04-24,Amazing room in Soho,Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,38,99,92.0
12764,6079156,2013-04-24,"Spacious, Heart of West Village",Manhattan,Apartment,90.0,Private room,10014.0,1.0,1,11,100,90.0
12765,6067536,2013-04-24,Large Room King Size Bed Harlem,Manhattan,Apartment,,Private room,10027.0,1.0,1,0,70,
12766,6076701,2013-04-24,Manhattan: Private-Clean 1 Bedroom,Manhattan,Apartment,90.0,Private room,10065.0,1.0,1,25,150,90.0
12767,6079166,2013-04-24,Beautiful room in Historic Flushing,Queens,House,90.0,Private room,11355.0,1.0,1,47,75,91.0
12768,6079166,2013-04-24,Charming room in downtown Flushing,Queens,House,90.0,Private room,11355.0,1.0,1,49,75,94.0
12769,6079166,2013-04-24,"Cozy attic room, very peaceful",Queens,House,95.0,Private room,11355.0,1.0,1,19,59,97.0
12770,6079166,2013-04-24,Crash pad attic room with sky view,Queens,House,85.0,Private room,11355.0,1.0,1,4,59,85.0
12771,6079166,2013-04-24,Nice room in historic Queens,Queens,House,90.0,Private room,11355.0,1.0,1,50,75,93.0
12772,6079166,2013-04-24,Peaceful and Bright open sunny room,Queens,House,90.0,Private room,11355.0,1.0,1,2,75,90.0
12773,6097531,2013-04-25,"Williamsburg house, close to subway",Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,3,220,93.0
12774,6088518,2013-04-25,Beautiful Park Slope 3bdrm Duplex,Brooklyn,Apartment,95.0,Entire home/apt,11215.0,3.0,1,10,650,98.0
12775,6089315,2013-04-25,Charming 2BR Brooklyn Brownstone,Brooklyn,Apartment,100.0,Entire home/apt,11216.0,3.0,1,2,131,100.0
12776,6097531,2013-04-25,"hip Williamsburg home, sleeps 12 :)",Brooklyn,House,,Entire home/apt,11211.0,5.0,1,0,500,
12777,6090619,2013-04-25,Fantastic Location & Kid-friendly!,Manhattan,Apartment,100.0,Entire home/apt,10002.0,2.0,1,3,176,100.0
12778,6083464,2013-04-25,Incredible Apartment With Backyard,Manhattan,Apartment,,Entire home/apt,10003.0,2.0,1,0,350,
12779,6091848,2013-04-25,"TriBeCa, Loft, 2 Bedrooms",Manhattan,Apartment,80.0,Entire home/apt,10013.0,2.0,1,1,350,80.0
12780,6083377,2013-04-25,Charming Apartment by Times Square,Manhattan,Apartment,80.0,Entire home/apt,10019.0,3.0,1,3,99,80.0
12781,6083464,2013-04-25,Bright 2B Apt in Hell's Kitchen,Manhattan,Apartment,80.0,Entire home/apt,10019.0,2.0,1,10,235,84.0
12782,6087686,2013-04-25,Beautiful apartment on the UES,Manhattan,Apartment,80.0,Entire home/apt,10021.0,2.0,1,3,160,80.0
12783,6097290,2013-04-25,Quiet Best UES address ON SALE!,Manhattan,Apartment,100.0,Entire home/apt,10028.0,1.0,1,1,229,100.0
12784,6097290,2013-04-25,Fab water views ON SALE!,Manhattan,Apartment,100.0,Entire home/apt,10036.0,1.0,1,4,239,100.0
12785,6091922,2013-04-25,Room With Full Bed in Fort Greene!,Brooklyn,Apartment,90.0,Private room,11205.0,1.0,1,6,50,90.0
12786,6089276,2013-04-25,Spacious Room in hip Bushwick!,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,2,75,100.0
12787,6089315,2013-04-25,Charming Room - Brooklyn Brownstone,Brooklyn,Apartment,80.0,Private room,11216.0,1.0,1,1,89,80.0
12788,6093878,2013-04-25,Chic Brooklyn Apt.- Private Room,Brooklyn,Apartment,90.0,Private room,11216.0,1.0,1,16,80,93.0
12789,6096998,2013-04-25,Unique and Artsy Private Bedroom,Brooklyn,Apartment,80.0,Private room,11216.0,1.0,1,7,49,83.0
12790,6097237,2013-04-25,Brooklyn Room,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,9,65,93.0
12791,6094516,2013-04-25,Amazing room in Williamsburg!!!,Brooklyn,House,,Private room,11211.0,1.0,1,0,80,
12792,6097531,2013-04-25,"hip Williamsburg, close to subway!",Brooklyn,House,95.0,Private room,11211.0,1.0,1,43,95,97.0
12793,6088518,2013-04-25,Brooklyn - Park Slope,Brooklyn,House,,Private room,11215.0,1.0,1,0,85,
12794,6083464,2013-04-25,East Village Room With Backyard!,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,120,
12795,6083464,2013-04-25,Walking Distance From Everything!,Manhattan,Apartment,100.0,Private room,10003.0,1.0,1,4,115,100.0
12796,6083464,2013-04-25,Beautiful room in Manhattan,Manhattan,Apartment,75.0,Private room,10019.0,1.0,1,10,95,78.0
12797,6083464,2013-04-25,Bright & Sunny Room in Manhattan,Manhattan,Apartment,75.0,Private room,10019.0,1.0,1,19,95,77.0
12798,6083377,2013-04-25,Charming Room by Central Park,Manhattan,Apartment,90.0,Private room,10023.0,1.0,1,29,100,92.0
12799,6083377,2013-04-25,Lovely Bedroom by Lincoln Center,Manhattan,Apartment,90.0,Private room,10023.0,1.0,1,5,100,94.0
12800,6088893,2013-04-25,Harlem Historian's W. Harlem Walkup,Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,2,50,90.0
12801,6091698,2013-04-25,La tua stanza a New York !,Manhattan,Apartment,100.0,Private room,10035.0,1.0,1,1,100,100.0
12802,6101195,2013-04-26,Beautiful & Spacious 1 Bed w/ Roof,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,1.0,1,2,249,100.0
12803,6102523,2013-04-26,SUNNY WILLIAMSBURG ARTIST LOFT,Brooklyn,Loft,90.0,Entire home/apt,11249.0,2.0,1,91,189,90.0
12804,6105181,2013-04-26,Fantastic 1bed apt in Lower East,Manhattan,Apartment,75.0,Entire home/apt,10002.0,2.0,1,77,150,79.0
12805,6105181,2013-04-26,Great 2 Bedroom Apt in Lower East S,Manhattan,Apartment,85.0,Entire home/apt,10002.0,2.0,1,63,200,87.0
12806,6102674,2013-04-26,1BD Quiet Sunny East Village Gem,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,79,185,95.0
12807,6103421,2013-04-26,Cozy Central Park Studio!!!,Manhattan,Apartment,80.0,Entire home/apt,10024.0,1.0,1,9,178,83.0
12808,6105036,2013-04-26,Harlem Short Term Stay,Manhattan,Apartment,85.0,Entire home/apt,10026.0,3.0,1,8,185,89.0
12809,6101617,2013-04-26,Upper East Side / Yorkville Studio,Manhattan,Apartment,90.0,Entire home/apt,10075.0,1.0,1,10,115,90.0
12810,6104449,2013-04-26,Great sunny bedroom in Williamsburg,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,12,85,90.0
12811,6104449,2013-04-26,Sunny beautiful br in Williamsburg,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,10,70,98.0
12812,6107119,2013-04-26,Newly Refurbished Room in Brooklyn,Brooklyn,Apartment,80.0,Private room,11221.0,1.0,1,2,60,80.0
12813,6110264,2013-04-26,"Modern apartment LES, 2mn to train",Manhattan,Apartment,,Private room,10002.0,1.0,1,0,140,
12814,6105242,2013-04-26,Private room in New York,Manhattan,Apartment,90.0,Private room,10021.0,2.0,1,12,60,93.0
12815,6103547,2013-04-26,Wonderful room in WaHi- FREE WINE!,Manhattan,Apartment,100.0,Private room,10032.0,1.0,1,1,100,100.0
12816,6116669,2013-04-27,Spatious room in historic Brooklyn,Brooklyn,Apartment,95.0,Private room,11205.0,1.0,1,4,100,99.0
12817,6120710,2013-04-27,Convenient Brooklyn Bedroom,Brooklyn,Apartment,95.0,Private room,11217.0,1.0,1,3,55,96.0
12818,6121678,2013-04-27,Private Room & Balcony in New York,Brooklyn,Apartment,,Private room,11217.0,1.0,1,0,85,
12819,6121046,2013-04-27,"Cool Apt, East Village Private Room",Manhattan,Apartment,100.0,Private room,10003.0,1.0,1,3,90,100.0
12820,6119637,2013-04-27,Cozy room in Carnegie Hill area,Manhattan,Apartment,,Private room,10029.0,1.0,1,0,175,
12821,6118355,2013-04-27,"Astoria Heights, beautiful bedroom",Queens,Apartment,100.0,Private room,11370.0,1.0,1,1,89,100.0
12822,6127112,2013-04-28,Summer at the Best of Brooklyn!,Brooklyn,Apartment,100.0,Entire home/apt,11201.0,2.0,1,3,134,100.0
12823,6137246,2013-04-28,1 Bedroom Steps from Fort Greene Pk,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,1.0,1,1,120,100.0
12824,6129261,2013-04-28,Spacious Duplex in Williamsburg!,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,2.0,1,2,195,100.0
12825,6133754,2013-04-28,Beautiful new one bedroom apartment,Brooklyn,Apartment,85.0,Entire home/apt,11221.0,1.0,1,69,99,87.0
12826,6136276,2013-04-28,Charming 1BD in Greenpoint Brooklyn,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,2.0,1,26,135,94.0
12827,6134910,2013-04-28,Huge 2br Loft w Elevator/Laundry,Brooklyn,Apartment,,Entire home/apt,11249.0,3.0,1,0,249,
12828,6136685,2013-04-28,Big & Charming in Prime Location!,Manhattan,Apartment,85.0,Entire home/apt,10011.0,3.0,1,10,525,89.0
12829,6136511,2013-04-28,Great 2 BR in trendy/fun NYC area,Manhattan,Apartment,95.0,Entire home/apt,10012.0,3.0,1,5,200,96.0
12830,6135292,2013-04-28,2BR Spacious Central NYC Midtown,Manhattan,Apartment,100.0,Entire home/apt,10016.0,3.0,1,7,399,100.0
12831,6131842,2013-04-28,Bright comfy studio great location,Manhattan,Apartment,100.0,Entire home/apt,10023.0,1.0,1,4,145,100.0
12832,6123004,2013-04-28,Newly Listed: LUXURY CENTRAL PARK!,Manhattan,Apartment,,Entire home/apt,10025.0,2.0,1,0,300,
12833,6137695,2013-04-28,Sunlit Room,Brooklyn,Apartment,,Private room,11206.0,1.0,1,0,85,
12834,6136685,2013-04-28,Big & Charming Room Prime Location!,Manhattan,Apartment,90.0,Private room,10011.0,1.0,1,3,174,90.0
12835,6136498,2013-04-28,Amazing Greenwich Village Apartment,Manhattan,Apartment,100.0,Private room,10012.0,1.0,1,1,125,100.0
12836,6135292,2013-04-28,By Empire State Grand Cent Times Sq,Manhattan,Apartment,,Private room,10016.0,1.0,1,0,199,
12837,6135292,2013-04-28,"Comfy, by Subway; Privacy & Balcony",Manhattan,Apartment,90.0,Private room,10016.0,1.0,1,3,199,93.0
12838,6137321,2013-04-28,Big bedroom next to Times Square,Manhattan,Apartment,95.0,Private room,10019.0,1.0,1,47,99,95.0
12839,6136619,2013-04-28,Big Sunny room in Manhattan,Manhattan,Apartment,90.0,Private room,10040.0,1.0,1,22,51,90.0
12840,6141961,2013-04-29,Bright Williamsburg Apt Near Subway,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,1.0,1,7,185,100.0
12841,6145400,2013-04-29,HUGE 1BR-2 Blocks to Prospect Park!,Brooklyn,Apartment,95.0,Entire home/apt,11226.0,1.0,1,12,160,95.0
12842,6155050,2013-04-29,Artist's Loft- Private Deck w/View,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,2.0,1,13,155,100.0
12843,6150652,2013-04-29,"Chelsea highrise with view, 33rd fl",Manhattan,Apartment,100.0,Entire home/apt,10001.0,2.0,1,3,250,100.0
12844,6155226,2013-04-29,~Fantastic Flatiron Luxury 3bd+2bth,Manhattan,Apartment,95.0,Entire home/apt,10010.0,5.0,1,15,750,97.0
12845,6155226,2013-04-29,Luxury 3 Bd 2Bth w/600 sqft deck,Manhattan,Apartment,90.0,Entire home/apt,10010.0,5.0,1,2,500,90.0
12846,6145540,2013-04-29,The Pope of Greenwich Village,Manhattan,Apartment,70.0,Entire home/apt,10012.0,2.0,1,4,249,70.0
12847,6145679,2013-04-29,Spacious 2BR in the heart of Soho,Manhattan,Apartment,100.0,Entire home/apt,10012.0,3.0,1,2,295,100.0
12848,6153295,2013-04-29,Gorgeous Studio on Madison Avenue,Manhattan,Apartment,95.0,Entire home/apt,10065.0,1.0,1,88,225,97.0
12849,6153295,2013-04-29,Stunning Duplex on Madison Avenue,Manhattan,Apartment,95.0,Entire home/apt,10065.0,3.0,1,36,550,98.0
12850,6145540,2013-04-29,Breakfast at Tiffany's,Manhattan,Apartment,65.0,Entire home/apt,10128.0,2.0,1,11,199,65.0
12851,6145618,2013-04-29,NY Apartment.. Home away from home!,Queens,Apartment,95.0,Entire home/apt,11385.0,1.0,1,8,125,98.0
12852,6140480,2013-04-29,1 Room in awesome LES 3 Bedroom,Manhattan,Apartment,,Private room,10002.0,1.0,1,0,75,
12853,6154819,2013-04-29,Private Room in Famous East Village,Manhattan,Apartment,95.0,Private room,10009.0,1.0,1,51,160,97.0
12854,6150742,2013-04-29,Beautiful room in two bdr apartment,Manhattan,Apartment,,Private room,10030.0,1.0,1,0,60,
12855,6152250,2013-04-29,Welcoming XL Sun Room by CU Med,Manhattan,Apartment,85.0,Private room,10032.0,2.0,1,22,69,89.0
12856,6146139,2013-04-29,"PVT Manhattan room, GREAT location!",Manhattan,Apartment,70.0,Private room,10035.0,2.0,1,76,49,71.0
12857,6146050,2013-04-29,Affordable Room in Beautiful Apt !,Manhattan,Apartment,,Private room,10038.0,1.0,1,0,84,
12858,6150064,2013-04-29,Bedr w Priv Bathr+Balc 15m frm city,Queens,Apartment,100.0,Private room,11102.0,1.0,1,1,85,100.0
12859,6150328,2013-04-29,Comfortable sofa bed in Manhattan,Manhattan,Apartment,80.0,Shared room,10029.0,2.0,1,34,50,84.0
12860,6154014,2013-04-29,Washington Heights Home,Manhattan,Apartment,,Shared room,10029.0,1.0,1,0,80,
12861,6170005,2013-04-30,Sunlit 2BR near Lorimer L Train,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,17,190,94.0
12862,6163810,2013-04-30,3BR/3BA apartment with Large Deck,Brooklyn,Apartment,,Entire home/apt,11238.0,3.0,1,0,299,
12863,6164428,2013-04-30,Sunny 1BR Apt in N. Williasmburg,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,2.0,1,1,130,100.0
12864,6165078,2013-04-30,Avant-Garde & Fun Apt West Chelsea,Manhattan,Apartment,95.0,Entire home/apt,10001.0,1.0,1,48,250,96.0
12865,6162681,2013-04-30,Perfect Oasis in LES Rental for 2!,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,11,199,100.0
12866,6163192,2013-04-30,Private Apart 1mn from the subway,Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,1,27,165,92.0
12867,6167891,2013-04-30,1 BD in LES w/ balcony,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,4,150,100.0
12868,6168604,2013-04-30,Spacious apartment in East Village!,Manhattan,Apartment,80.0,Entire home/apt,10003.0,2.0,1,9,201,84.0
12869,6161582,2013-04-30,Beautiful Studio in NYC - Gramercy,Manhattan,Apartment,100.0,Entire home/apt,10010.0,1.0,1,4,199,100.0
12870,6161812,2013-04-30,Gramercy 1 Bdrm Elevator Building,Manhattan,Apartment,100.0,Entire home/apt,10010.0,1.0,1,2,205,100.0
12871,6155842,2013-04-30,Soho one bedroom in trendy Nolita.,Manhattan,Apartment,90.0,Entire home/apt,10012.0,1.0,1,8,125,93.0
12872,6170807,2013-04-30,heart of little italy-rooftop-cozy,Manhattan,Apartment,60.0,Entire home/apt,10013.0,3.0,1,33,198,64.0
12873,6165150,2013-04-30,"Empire State, Luxury 2BEDR 2BATHS",Manhattan,Apartment,95.0,Entire home/apt,10016.0,3.0,1,18,275,96.0
